aback	aback	 adverb	surprised
right	right	 noun	to have or give someone a legal right
right	right	 noun	standards of good and bad behaviour
right	right	 noun	different types of political opinions and parties
right	right	 interjection	answers, statements, calculations etc that are correct
right	right	 interjection	to be correct in what you say or think
right	right	 interjection	in the correct order, position etc
right	right	 interjection	in the correct way
right	right	 interjection	to make something correct
right	right	 interjection	when it is right or reasonable to do something
right	right	 interjection	to have a good reason for thinking or doing something
right	right	 interjection	to show that something is right to do
right	right	 interjection	a legal or official right
right	right	 interjection	the political and social rights that everyone should have
right	right	 interjection	a special right belonging to one person or group
right	right	 interjection	to have or give someone a legal right
right	right	 interjection	what you say to someone when you do not believe them
right	right	 interjection	when someone asks or tells you to do something
right-hand man	right-hand man	 noun	someone who helps another person to do something
rightly	rightly	 adverb	in the correct way
rightly	rightly	 adverb	to have a good reason for thinking or doing something
rightness	right	 adjective	answers, statements, calculations etc that are correct
rightness	right	 adjective	to be correct in what you say or think
rightness	right	 adjective	in the correct order, position etc
rightness	right	 adjective	in the correct way
rightness	right	 adjective	to make something correct
rightness	right	 adjective	when it is right or reasonable to do something
rightness	right	 adjective	to have a good reason for thinking or doing something
rightness	right	 adjective	to show that something is right to do
rightness	right	 adjective	a legal or official right
rightness	right	 adjective	the political and social rights that everyone should have
rightness	right	 adjective	a special right belonging to one person or group
rightness	right	 adjective	to have or give someone a legal right
rightness	right	 adjective	to approve of something or someone
rightness	right	 adjective	morally good behaviour
rightness	right	 adjective	the best and most suitable person or thing
rightness	right	 adjective	to be a good reason why something should be done
rightness	right	 adjective	to successfully deal with a problem
rightness	right	 adjective	when something has the result that you want it to have
rightness	right	 adjective	suitable for a particular situation, job, purpose etc
rightness	right	 adjective	exactly suitable for a particular situation, job, purpose etc
rightsize	rightsize	 verb	when a company reduces its activities, the amount it spends etc
rightsizing	rightsize	 verb	when a company reduces its activities, the amount it spends etc
right-wing	right-wing	 adjective	different types of political opinions and parties
right wing	right-wing	 adjective	different types of political opinions and parties
right-winger	right-wing	 adjective	different types of political opinions and parties
rigid	rigid	 adjective	not easy to bend
rigid	rigid	 adjective	difficult or impossible to change
rigid	rigid	 adjective	unwilling to change the way you do things
rigid	rigid	 adjective	when something does not change its shape or bend
rigid	rigid	 adjective	rules/laws/systems
rigidity	rigid	 adjective	not easy to bend
rigidity	rigid	 adjective	difficult or impossible to change
rigidity	rigid	 adjective	unwilling to change the way you do things
rigidity	rigid	 adjective	when something does not change its shape or bend
rigidity	rigid	 adjective	rules/laws/systems
rigidly	rigid	 adjective	not easy to bend
rigidly	rigid	 adjective	difficult or impossible to change
rigidly	rigid	 adjective	unwilling to change the way you do things
rigidly	rigid	 adjective	when something does not change its shape or bend
rigidly	rigid	 adjective	rules/laws/systems
rigorous	rigorous	 adjective	careful work/checks/actions
rigorously	rigorous	 adjective	careful work/checks/actions
rim	rim	 noun	the edge of an object, surface, or place
rimless	rim	 noun	the edge of an object, surface, or place
ring	ring	 noun	to draw a circle around something
ring	ring	 noun	a circle
ring	ring	 noun	something that is shaped like a circle
ring	ring	 noun	a group of criminals
ring	ring	 noun	to speak to someone by telephone
ring	ring	 verb	to be surrounded by something
ring	ring	 verb	to remember something with difficulty
ring	ring	 verb	to speak to someone by telephone
ring	ring	 verb	to end a telephone call
ring	ring	 verb	when what someone says is not true
ring	ring	 verb	making you realize that something bad could happen
ring road	ring road	 noun	a wide road for travelling quickly
rinse	rinse	 verb	to wash something using water but without soap
riot	riot	 noun	a fight involving a large number of people
riot	riot	 noun	ways of protesting about something
riot	riot	 noun	a violent situation
riot	riot	 verb	to show publicly that you disagree with something
rioter	riot	 verb	to show publicly that you disagree with something
rioting	riot	 verb	to show publicly that you disagree with something
rip	rip	 verb	to make someone pay too much money for something
rip	rip	 verb	to steal something
rip	rip	 verb	to damage paper, cloth, or clothing
rip	rip	 verb	to become torn accidentally
rip	rip	 verb	to deliberately destroy something by tearing it into pieces
rip	rip	 noun	a hole that is made when something is torn
ripe	ripe	 adjective	ready to be used or eaten
ripe	ripe	 adjective	when you are ready to do something
ripeness	ripe	 adjective	ready to be used or eaten
ripeness	ripe	 adjective	when you are ready to do something
rip-off	rip-off	 noun	to make someone pay too much money for something
rise	rise	 verb	when the level of water goes up
rise	rise	 verb	to deal successfully with a difficult situation
rise	rise	 verb	to become famous
rise	rise	 verb	to increase
rise	rise	 verb	to take part in a rebellion
rise	rise	 verb	to stand after sitting or lying down
rise	rise	 verb	to be successful in your work
rise	rise	 verb	to move up in a list
rise	rise	 verb	when the sun or moon comes up into the sky
rise	rise	 verb	to move upwards through the air
rise	rise	 noun	to make something happen
rise	rise	 noun	an increase in an amount of money
rise	rise	 noun	an increase in a number or amount
rising	rising	 adjective	to become famous
rising	rising	 adjective	a high temperature/level/cost
rising	rising	 adjective	when numbers or amounts are increasing
risk	risk	 noun	a possibility that something bad might happen
risk	risk	 noun	involving risk
risk	risk	 noun	to do something even though there is a risk
risk	risk	 noun	to do something that involves unnecessary risks
risk	risk	 noun	to risk losing something
risk	risk	 noun	when you are in a situation where there are risks
risk	risk	 noun	in a situation where there are risks
risk	risk	 noun	to cause risks
risk	risk	 noun	to put someone else in a dangerous situation
risk	risk	 noun	danger of death or serious harm
risk	risk	 noun	to be likely to be dangerous to people or things
risk	risk	 noun	to do something that may hurt or kill you
risk	risk	 noun	to be in a dangerous situation
risk	risk	 verb	a possibility that something bad might happen
risk	risk	 verb	involving risk
risk	risk	 verb	to do something even though there is a risk
risk	risk	 verb	to do something that involves unnecessary risks
risk	risk	 verb	to risk losing something
risk	risk	 verb	when you are in a situation where there are risks
risk	risk	 verb	in a situation where there are risks
risk	risk	 verb	to cause risks
risk	risk	 verb	to do something that may hurt or kill you
riskiness	risky	 adjective	dangerous
riskiness	risky	 adjective	involving risk
risk-taker	risk-taking	 noun	to do something even though there is a risk
risk-taking	risk-taking	 noun	to do something even though there is a risk
risky	risky	 adjective	dangerous
risky	risky	 adjective	involving risk
risqué	risqué	 adjective	books, jokes, remarks etc that are about sex in an amusing way
rite	rite	 noun	a special event that is part of a tradition
ritual	ritual	 noun	a special event that is part of a tradition
rival	rival	 noun	people who are trying to do better than each other
rival	rival	 verb	equal in quality, standard, or ability
rivalry	rivalry	 noun	a situation in which people try to do better than each other
river	river	 noun	to betray a friend or someone who trusts you
rivet	rivet	 verb	so interested that you give all your attention to something
riveting	riveting	 adjective	so interesting that you cannot stop watching, reading etc
road	road	 noun	in a town
road	road	 noun	outside a town
road	road	 noun	a wide road for travelling quickly
road	road	 noun	a path for people to walk on
road	road	 noun	types of film
road	road	 noun	to start a journey
roam	roam	 verb	to walk without going in one particular direction
roar	roar	 verb	to laugh loudly
roar	roar	 verb	to make a loud noise
roar	roar	 verb	to say something very loudly
roar	roar	 verb	sounds made by machines, engines, cars etc
roar	roar	 noun	a loud noise
roar	roar	 noun	something said very loudly
roar	roar	 noun	sounds made by guns, bombs etc
roaring	roaring	 adjective	very drunk
roaring	roaring	 adjective	when a lot of something is sold
roast	roast	 verb	ways of cooking
roasting	roasting	 adjective	when you feel hot
rob	rob	 verb	to steal from someone in the street
rob	rob	 verb	to steal from a house, shop, or bank
robber	robber	 noun	someone who steals
robbery	robbery	 noun	when something is too expensive
robbery	robbery	 noun	when someone steals something
robbery	robbery	 noun	the crime of stealing
robot	robot	 noun	a machine
robust	robust	 adjective	someone who is usually healthy
robust	robust	 adjective	strong and healthy, and able to deal with illnesses, difficult conditions etc
robustly	robust	 adjective	someone who is usually healthy
robustly	robust	 adjective	strong and healthy, and able to deal with illnesses, difficult conditions etc
robustness	robust	 adjective	someone who is usually healthy
robustness	robust	 adjective	strong and healthy, and able to deal with illnesses, difficult conditions etc
rock	rock	 verb	to move from side to side
rock	rock	 verb	when someone causes problems, especially deliberately
rock	rock	 verb	to make someone feel shocked
rock bottom	rock bottom	 noun	worst
rock-bottom	rock-bottom	 adjective	very cheap
rocket	rocket	 verb	to increase quickly or suddenly
role	role	 noun	the person that an actor pretends to be in a play, film etc
role	role	 noun	to have an important part in something
role	role	 noun	to pretend to be someone else
role	role	 noun	to take part in an event, activity, discussion etc
role model	role model	 noun	someone who other people copy
roll	roll	 verb	to arrive somewhere
roll	roll	 verb	to make something flat
roll	roll	 verb	to press something so that it becomes flatter or smaller
roll	roll	 verb	to push something that has wheels or rolls easily
roll	roll	 verb	to reduce the number, amount, price, or size of something
roll	roll	 verb	to turn your body when you are lying down
roll	roll	 verb	when a vehicle, ship etc turns over in an accident
roll	roll	 noun	a list of people
rolling	rolling	 adjective	with lots of hills or mountains
rolling	rolling	 adjective	extremely rich
rolling	rolling	 adjective	to make something start happening
romance	romance	 noun	stories, films etc about love
romance	romance	 noun	a romantic or sexual relationship
romantic	romantic	 adjective	types of film
romantic	romantic	 adjective	showing that you love someone
romantic	romantic	 adjective	stories, films etc about love
romantically	romantic	 adjective	types of film
romantically	romantic	 adjective	showing that you love someone
romantically	romantic	 adjective	stories, films etc about love
romp	romp	 verb	to win easily
roof	roof	 noun	to get angry
roof	roof	 noun	a place for someone to live
roof	roof	 noun	to increase quickly or suddenly
rookie	rookie	 noun	not experienced in a particular job or activity
rookie	rookie	 noun	someone who has just started a new job, school etc
room	room	 noun	when you have the chance to do something
room	room	 noun	space
room	room	 noun	to provide space for something
room	room	 verb	when you live in the same house as someone else
roomy	roomy	 adjective	big places, areas, cities
root	root	 noun	something that makes something else happen
root	root	 noun	to be the first or basic cause of something
root	root	 noun	the place, situation etc that something comes from
root	root	 verb	to get rid of something that is causing problems
root	root	 verb	to get rid of someone because you do not like or need them any more
rope	rope	 verb	to fasten things together, using rope, string etc
roster	roster	 noun	a list of people
rot	rot	 verb	to decay
rot	rot	 verb	to make something decay
rotate	rotate	 verb	to keep changing from one thing to another
rotate	rotate	 verb	to go around in circles
rotate	rotate	 verb	turning with a circular movement
rotten	rotten	 adjective	something that has decayed
rotten	rotten	 adjective	not fresh
rottenness	rotten	 adjective	something that has decayed
rottenness	rotten	 adjective	not fresh
rough	rough	 adjective	not smooth
rough	rough	 adjective	to make a surface rough
rough	rough	 adjective	in a higher position than something
rough	rough	 adjective	journey/ride
rough	rough	 adjective	not containing many details
rough	rough	 adjective	not exact
rough	rough	 adjective	not flat or smooth
rough	rough	 adjective	a guess that is based on very little information
rough	rough	 adjective	to feel ill
rough	rough	 adjective	when methods, systems, explanations, or words are not complicated
rough	rough	 adjective	people and their behaviour
rough	rough	 adjective	a rough voice
rough	rough	 adjective	to write something that you intend to improve or finish later
rough	rough	 adverb	not smooth
rough	rough	 adverb	to make a surface rough
rough	rough	 adverb	to sleep outdoors
roughen	roughen	 verb	to make a surface rough
roughly	roughly	 adverb	approximately correct
roughly	roughly	 adverb	approximately a number or amount
roughness	rough	 adjective	not smooth
roughness	rough	 adjective	to make a surface rough
roughness	rough	 adjective	in a higher position than something
roughness	rough	 adjective	journey/ride
roughness	rough	 adjective	not containing many details
roughness	rough	 adjective	not exact
roughness	rough	 adjective	not flat or smooth
roughness	rough	 adjective	a guess that is based on very little information
roughness	rough	 adjective	to feel ill
roughness	rough	 adjective	when methods, systems, explanations, or words are not complicated
roughness	rough	 adjective	people and their behaviour
roughness	rough	 adjective	a rough voice
roughness	rough	 adjective	to write something that you intend to improve or finish later
round	round	 adverb	around someone or something
round	round	 adverb	to be surrounded by something
round	round	 adverb	to move into a position around someone or something
round	round	 adverb	moving in a circle or moving around something
round	round	 adverb	shaped like a ball
round	round	 adverb	shaped like a circle
round	round	 adverb	an object shaped like a ball
round	round	 adverb	with curved or slightly round sides
round	round	 adverb	shaped like a tube
round	round	 adverb	at the back of something and usually hidden by it
round	round	 adverb	to make someone conscious again
round	round	 adverb	to persuade someone that something is true, right, or good
round	round	 adjective	around someone or something
round	round	 adjective	to be surrounded by something
round	round	 adjective	to move into a position around someone or something
round	round	 adjective	moving in a circle or moving around something
round	round	 adjective	shaped like a ball
round	round	 adjective	shaped like a circle
round	round	 adjective	an object shaped like a ball
round	round	 adjective	with curved or slightly round sides
round	round	 adjective	shaped like a tube
round	round	 adjective	shaped like a circle
round	round	 adjective	having a particular shape
round	round	 noun	around someone or something
round	round	 noun	to be surrounded by something
round	round	 noun	to move into a position around someone or something
round	round	 noun	moving in a circle or moving around something
round	round	 noun	shaped like a ball
round	round	 noun	shaped like a circle
round	round	 noun	an object shaped like a ball
round	round	 noun	with curved or slightly round sides
round	round	 noun	shaped like a tube
round	round	 noun	to buy something for someone else
round	round	 verb	around someone or something
round	round	 verb	to be surrounded by something
round	round	 verb	to move into a position around someone or something
round	round	 verb	moving in a circle or moving around something
round	round	 verb	shaped like a ball
round	round	 verb	shaped like a circle
round	round	 verb	an object shaped like a ball
round	round	 verb	with curved or slightly round sides
round	round	 verb	shaped like a tube
round	round	 verb	to catch someone and make them a prisoner
round	round	 verb	to finish a performance, speech, meeting etc
roundabout	roundabout	 noun	when something has an equal but opposite effect
roundabout	roundabout	 adjective	to say something in an indirect way
rounded	rounded	 adjective	with curved or slightly round sides
roundness	round	 adjective	around someone or something
roundness	round	 adjective	to be surrounded by something
roundness	round	 adjective	to move into a position around someone or something
roundness	round	 adjective	moving in a circle or moving around something
roundness	round	 adjective	shaped like a ball
roundness	round	 adjective	shaped like a circle
roundness	round	 adjective	an object shaped like a ball
roundness	round	 adjective	with curved or slightly round sides
roundness	round	 adjective	shaped like a tube
roundness	round	 adjective	shaped like a circle
roundness	round	 adjective	having a particular shape
round trip	round-trip	 adjective	a ticket that allows you to go somewhere and to return to where you started
round-trip	round-trip	 noun	a ticket that allows you to go somewhere and to return to where you started
round-trip	round-trip	 adjective	a ticket that allows you to go somewhere and to return to where you started
rouse	rouse	 verb	to make someone stop sleeping
rousing	rousing	 adjective	to make someone feel enthusiastic about something
rout	rout	 verb	to beat someone very easily in a game, competition, election etc
rout	rout	 verb	to defeat an enemy in war
rout	rout	 noun	when someone is beaten
route	route	 noun	a wide road for travelling quickly
route	route	 noun	the way to go from one place to another
route	route	 noun	a way of achieving success, happiness etc
routine	routine	 noun	what people usually do
routine	routine	 adjective	not special or unusual
routine	routine	 adjective	usual
routinely	routinely	 adverb	ways of saying that something usually happens
routinize	routine	 noun	what people usually do
row	row	 noun	happening or doing something in a series
rowdily	rowdy	 adjective	loud
rowdiness	rowdy	 adjective	loud
rowdy	rowdy	 adjective	loud
rowdyism	rowdy	 adjective	loud
RSVP	RSVP		to answer a letter, invitation, e-mail etc
rub	rub	 verb	to move your hand or a cloth several times over something
rub	rub	 verb	to make one thing rub against another
rub	rub	 verb	to move over a surface while pressing against it
rub	rub	 verb	to remove writing, film, or music from paper, a tape etc
rub	rub	 verb	to put your hand on someone or something
rub	rub	 noun	to move your hand or a cloth several times over something
rub	rub	 noun	to make one thing rub against another
rub	rub	 noun	to move over a surface while pressing against it
rubber-stamp	rubber-stamp	 verb	to officially accept a new law or proposal
rubbish	rubbish	 noun	things that you throw away because you do not want them
rubbish	rubbish	 noun	bad films/books/methods/food etc
rubbish	rubbish	 noun	what you say when you think something is untrue
rubble	rubble	 noun	to destroy an area or place
rude	rude	 adjective	rude/not polite
rude	rude	 adjective	when someone is rude to teachers, parents etc
rude	rude	 adjective	when someone speaks to you in a rude way, using very few words
rude	rude	 adjective	someone who behaves rudely
rude	rude	 adjective	to do something rude without seeming ashamed or embarrassed
rude	rude	 adjective	rude and offensive words
rude	rude	 adjective	to use rude and offensive words
rude	rude	 adjective	to be very rude to someone
rude	rude	 adjective	books, jokes, remarks etc that are about sex in an amusing way
rude	rude	 adjective	something that shocks you
rudely	rude	 adjective	rude/not polite
rudely	rude	 adjective	when someone is rude to teachers, parents etc
rudely	rude	 adjective	when someone speaks to you in a rude way, using very few words
rudely	rude	 adjective	someone who behaves rudely
rudely	rude	 adjective	to do something rude without seeming ashamed or embarrassed
rudely	rude	 adjective	rude and offensive words
rudely	rude	 adjective	to use rude and offensive words
rudely	rude	 adjective	to be very rude to someone
rudely	rude	 adjective	books, jokes, remarks etc that are about sex in an amusing way
rudely	rude	 adjective	something that shocks you
rudeness	rude	 adjective	rude/not polite
rudeness	rude	 adjective	when someone is rude to teachers, parents etc
rudeness	rude	 adjective	when someone speaks to you in a rude way, using very few words
rudeness	rude	 adjective	someone who behaves rudely
rudeness	rude	 adjective	to do something rude without seeming ashamed or embarrassed
rudeness	rude	 adjective	rude and offensive words
rudeness	rude	 adjective	to use rude and offensive words
rudeness	rude	 adjective	to be very rude to someone
rudeness	rude	 adjective	books, jokes, remarks etc that are about sex in an amusing way
rudeness	rude	 adjective	something that shocks you
rudimentary	rudimentary	 adjective	when machines or tools are not complicated
rugged	rugged	 adjective	man
ruggedly	rugged	 adjective	man
ruggedness	rugged	 adjective	man
ruin	ruin	 verb	to destroy someone's relationships, hopes, happiness etc
ruin	ruin	 verb	when a person or company has no money
ruin	ruin	 verb	to make something look, taste, or seem much less good
ruin	ruin	 verb	to make an event less enjoyable or successful
ruin	ruin	 verb	to spoil someone's work or plans
ruin	ruin	 noun	to get into bad condition
rule	rule	 noun	a rule
rule	rule	 noun	rules of acceptable behaviour
rule	rule	 noun	to not obey a rule or law
rule	rule	 noun	illegal
rule	rule	 noun	when something is true about most situations, people, or events
rule	rule	 noun	ways of saying that something usually happens
rule	rule	 verb	a rule
rule	rule	 verb	rules of acceptable behaviour
rule	rule	 verb	to govern a country
rule	rule	 verb	to make something impossible
rule	rule	 verb	to be the leader
rule	rule	 verb	to draw or mark a line on something
rule	rule	 verb	to have an official position of power
rule	rule	 verb	to treat someone strictly
ruler	ruler	 noun	the leader of a group or country
ruling	ruling	 adjective	to have an official position of power
rumble	rumble	 verb	sounds made by guns, bombs etc
rummage	rummage	 verb	to look for something in a bag, box, pocket etc
rumour	rumour	 noun	things that people say, which may or may not be true
rumour	rumour	 noun	what people say about something
rumoured	rumoured	 verb	things that people say, which may or may not be true
rumple	rumple	 verb	person/clothes/hair
rumpled	rumple	 verb	person/clothes/hair
run	run	 verb	to run
run	run	 verb	to run as a sport or for exercise
run	run	 verb	to run with short quick steps
run	run	 verb	very much better than someone or something
run	run	 verb	to lose colour
run	run	 verb	when you cannot control something
run	run	 verb	person
run	run	 verb	to have enough of something
run	run	 verb	to escape from somewhere where you are in danger
run	run	 verb	things that happen in a family or belong in a family
run	run	 verb	to use all of something
run	run	 verb	when the time in which you can use tickets etc finishes
run	run	 verb	when a period of time ends
run	run	 verb	when there is nothing left
run	run	 verb	when liquid moves or comes out of something
run	run	 verb	to follow a person or animal quickly in order to catch them
run	run	 verb	to govern a country
run	run	 verb	a car/train/plane etc hits something
run	run	 verb	to be in charge of an activity or group of people
run	run	 verb	to continue for a particular period of time
run	run	 verb	to leave your husband, wife, girlfriend etc
run	run	 verb	to permanently leave the house where you live
run	run	 verb	to leave quickly in order to avoid trouble, danger etc
run	run	 verb	to continue for longer than was planned or expected
run	run	 verb	to make something quickly using whatever materials you have
run	run	 verb	to report the news
run	run	 verb	when something is not organized well
run	run	 verb	to begin to owe money
run	run	 verb	to have a problem
run	run	 verb	when a company reduces its activities, the amount it spends etc
run	run	 verb	when you are in a situation where there are risks
run	run	 verb	fire/liquid/gas
run	run	 verb	to do a test on something in order to check it or find out about it
run	run	 verb	to not have enough time to do something
run	run	 verb	to become tired
run	run	 verb	to put your hand on someone or something
run	run	 verb	to try to get elected
run	run	 verb	to win easily
run	run	 verb	to work independently and not for someone else
run	run	 verb	when a machine/system etc works properly
run	run	 noun	to run
run	run	 noun	to run as a sport or for exercise
run	run	 noun	to run with short quick steps
run	run	 noun	someone who has escaped
run	run	 noun	the points scored in a game or sport
runaway	runaway	 adjective	when you cannot control something
rundown	rundown	 noun	a statement in which facts or ideas are summarized
rundown	rundown	 noun	to summarize something
run-down	run-down	 adjective	buildings or places in bad condition
runner-up	runner-up	 noun	someone who has lost
running	running	 noun	to be the person or team that is expected to win
running	running	 adjective	when something is switched on
running	running	 adverb	happening or doing something in a series
runny	runny	 adjective	a liquid that flows easily
run-through	run-through	 noun	activities people do in order to practise
run-up	run-up	 noun	before you do something or before something happens
rural	rural	 adjective	in or from the area away from towns or cities
ruse	ruse	 noun	a trick
rush	rush	 verb	to move very fast in a particular direction
rush	rush	 verb	to go somewhere or do something very quickly
rush	rush	 verb	to make someone hurry
rush	rush	 noun	a time when a place is busy
rush	rush	 noun	to be in a situation in which you must hurry
rush	rush	 noun	done quickly because you are hurrying
rush	rush	 noun	to go somewhere or do something very quickly
rush	rush	 noun	what you say to tell someone not to hurry
rushed	rushed	 adjective	done quickly because you are hurrying
rush hour	rush hour	 noun	a time when a place is busy
rust	rust	 verb	when weather/water/chemicals etc slowly damage something
rust	rust	 verb	to decay
rustic	rustic	 adjective	in or from the area away from towns or cities
rusticity	rustic	 adjective	in or from the area away from towns or cities
rustle	rustle	 verb	to cook something
rustle	rustle	 verb	quiet gentle sounds
rusty	rusty	 adjective	something that has decayed
rusty	rusty	 adjective	when you have not practised for a long time
rut	rut	 noun	a line on the ground or on the surface of something
ruthless	ruthless	 adjective	words for describing people who are cruel
ruthless	ruthless	 adjective	extremely determined to do something, even if it is wrong
ruthlessly	ruthless	 adjective	words for describing people who are cruel
ruthlessly	ruthless	 adjective	extremely determined to do something, even if it is wrong
ruthlessness	ruthless	 adjective	words for describing people who are cruel
ruthlessness	ruthless	 adjective	extremely determined to do something, even if it is wrong
sabotage	sabotage	 verb	to damage something deliberately
sabotage	sabotage	 verb	to spoil someone's work or plans
sack	sack	 noun	when someone is forced to leave their job
sack	sack	 noun	to get into your bed in order to sleep
sack	sack	 verb	when someone is forced to leave their job
sacred	sacred	 adjective	relating to religion
sacredness	sacred	 adjective	relating to religion
sacrifice	sacrifice	 verb	to give someone something that you would prefer to keep
sad	sad	 adjective	feeling sad or unhappy
sad	sad	 adjective	feeling sad or unhappy for a long time
sad	sad	 adjective	extremely sad
sad	sad	 adjective	making you feel sad
sad	sad	 adjective	to make someone feel sad
sad	sad	 adjective	to feel sad and pity yourself
sad	sad	 adjective	to feel sad because someone has died
sad	sad	 adjective	a sad feeling
sad	sad	 adjective	to make somebody feel less sad
sad	sad	 adjective	when you wish that something had not happened or was not true
sadden	sadden	 verb	to make someone feel sad
saddening	sadden	 verb	to make someone feel sad
saddle	saddle	 verb	to give someone work to do
sadism	sadism	 noun	cruel behaviour
sadist	sadist	 noun	words for describing people who are cruel
sadistic	sadistic	 adjective	words for describing people who are cruel
sadistically	sadistic	 adjective	words for describing people who are cruel
sadly	sadly	 adverb	when you wish that something had not happened or was not true
sadness	sadness	 noun	a sad feeling
safe	safe	 adjective	not in danger of being killed, harmed, or attacked
safe	safe	 adjective	not in danger of being lost, stolen, or damaged
safe	safe	 adjective	a safe place
safe	safe	 adjective	when something is not likely to cause harm
safe	safe	 adjective	activities or people who make people and places safer
safe	safe	 adjective	to try to avoid risks or danger
safeguard	safeguard	 verb	to prevent someone or something from being harmed or damaged
safeguard	safeguard	 noun	something that protects someone or something
safety	safety	 noun	a safe place
safety	safety	 noun	not in danger of being killed, harmed, or attacked
safety	safety	 noun	activities or people who make people and places safer
saga	saga	 noun	a story
sail	sail	 verb	to pass a test
sail	sail	 verb	different ways of travelling
sail	sail	 noun	to leave at the start of a journey
sailor	sailor	 noun	someone who is in the army, navy etc
saint	saint	 noun	morally good person
saintliness	saintly	 adjective	morally good person
saintly	saintly	 adjective	morally good person
salary	salary	 noun	the money that you earn
sale	sale	 noun	when the price has been reduced
sale	sale	 noun	available for people to buy
sale	sale	 noun	to make something available for people to buy
sale	sale	 noun	to sell something
sales assistant	sales assistant	 noun	someone who sells things in a shop
sales assistant	sales assistant	 noun	people who work in a shop
salesman	salesman	 noun	someone who sells things in a shop
salesman	salesman	 noun	someone who tricks other people
salt	salt	 noun	when you do not believe something
salty	salty	 adjective	with a taste that is not sweet
salvage	salvage	 verb	to help an organization, business, relationship etc
salvage	salvage	 verb	to stop something from being damaged or lost
salve	salve	 verb	to stop yourself feeling guilty
same	same	 adjective	the same one
same	same	 adjective	exactly like someone or something
same	same	 adjective	the same in amount or number
same	same	 adjective	the same as before
same	same	 adjective	always the same
same	same	 adjective	when something is the same in all its parts
same	same	 adjective	to make things the same
same	same	 adjective	when facts, situations, or numbers are the same
same	same	 adjective	having the same position, effect, value etc as something else
same	same	 adjective	someone who has the same position in another company, organization, or group
same	same	 adjective	to have the same beliefs, ideas, or opinions as someone else
same	same	 adjective	when you do not care because you will be happy whatever happens
same	same	 adjective	usual
same	same	 pronoun	the same one
same	same	 pronoun	exactly like someone or something
same	same	 pronoun	the same in amount or number
same	same	 pronoun	the same as before
same	same	 pronoun	always the same
same	same	 pronoun	when something is the same in all its parts
same	same	 pronoun	to make things the same
same	same	 pronoun	when facts, situations, or numbers are the same
same	same	 pronoun	having the same position, effect, value etc as something else
same	same	 pronoun	someone who has the same position in another company, organization, or group
same	same	 pronoun	to have the same beliefs, ideas, or opinions as someone else
same	same	 pronoun	but
same	same	 pronoun	not like someone or something else
same	same	 pronoun	the same in number, amount, level etc as something else
same	same	 pronoun	like something or someone else
same	same	 pronoun	ways of politely saying no when someone offers you something
sample	sample	 noun	a group of people who have been chosen to give information, answer questions etc
sample	sample	 verb	to try something to see if it is good
sanctimonious	sanctimonious	 adjective	thinking you are morally better than other people
sanctimoniously	sanctimonious	 adjective	thinking you are morally better than other people
sanctimoniousness	sanctimonious	 adjective	thinking you are morally better than other people
sanction	sanction	 noun	an official order forbidding something
sanctuary	sanctuary	 noun	a safe place
sand	sand	 noun	to ignore something bad, even though you know it is wrong
sandwich	sandwich	 noun	people
sandwich	sandwich	 verb	between two or more people or things
sane	sane	 adjective	not mentally ill
sane	sane	 adjective	people
sanely	sane	 adjective	not mentally ill
sanely	sane	 adjective	people
sanity	sanity	 noun	not mentally ill
sap	sap	 verb	to make someone or something weak
sarcasm	sarcasm	 noun	to make fun of someone by saying the opposite of what you mean
sarcastic	sarcastic	 adjective	to make fun of someone by saying the opposite of what you mean
sarcastically	sarcastic	 adjective	to make fun of someone by saying the opposite of what you mean
sassy	sassy	 adjective	when someone is rude to teachers, parents etc
satire	satire	 noun	something that makes fun of someone or something
satiric	satire	 noun	something that makes fun of someone or something
satirical	satire	 noun	something that makes fun of someone or something
satirically	satire	 noun	something that makes fun of someone or something
satisfaction	satisfaction	 noun	the feeling that you have when you are satisfied
satisfaction	satisfaction	 noun	to make someone feel satisfied
satisfactorily	satisfactory	 adjective	good enough
satisfactorily	satisfactory	 adjective	when you think something is good enough
satisfactory	satisfactory	 adjective	good enough
satisfactory	satisfactory	 adjective	when you think something is good enough
satisfied	satisfied	 adjective	when you think something is good enough
satisfied	satisfied	 adjective	when you have what you want in your life, your job etc
satisfied	satisfied	 adjective	making you feel satisfied
satisfied	satisfied	 adjective	the feeling that you have when you are satisfied
satisfied	satisfied	 adjective	to make someone feel satisfied
satisfied	satisfied	 adjective	not satisfied
satisfied	satisfied	 adjective	desires or needs that are never satisfied
satisfied	satisfied	 adjective	when you feel sure about something
satisfy	satisfy	 verb	to persuade someone that something is true, right, or good
satisfy	satisfy	 verb	to make someone feel satisfied
satisfying	satisfying	 adjective	making you feel satisfied
saturate	saturate	 verb	to make someone or something wet
saturated	saturated	 adjective	wet
saunter	saunter	 verb	to walk slowly in a relaxed way
savage	savage	 adjective	people and their behaviour
savage	savage	 adjective	animals
savagely	savage	 adjective	people and their behaviour
savagely	savage	 adjective	animals
savageness	savage	 adjective	people and their behaviour
savageness	savage	 adjective	animals
savagery	savagery	 noun	violent behaviour
save	save	 verb	to save money
save	save	 verb	to have money you have saved
save	save	 verb	the money you have saved
save	save	 verb	to help someone in danger or a bad situation
save	save	 verb	to help someone in a social situation
save	save	 verb	to stop something from being damaged or lost
save	save	 verb	to help an organization, business, relationship etc
save	save	 verb	to save something to use later
save	save	 verb	things you do with a computer
